query_french,select_label,where_label
J'aimerais voir toutes les informations concernant les films sortis entre 1976 et 2006.,select=['*'],where='annee BETWEEN year AND year;'
Merci de me montrer toutes les données des films dont l'année est comprise entre 1976 et 2006.,select=['*'],where='annee BETWEEN year AND year;'
"Peux-tu me donner toutes les infos sur les films sortis entre 1976 et 2006, s'il te plaît ?",select=['*'],where='annee BETWEEN year AND year;'
Montre-moi toute l'information relative aux films ayant été réalisés entre 1976 et 2006.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer l'année des films dont le titre est The Frozen Dream Chronicles.,select=['annee'],where='titre = 'name';'
Pourriez-vous me dire l'année des films intitulés The Frozen Dream Chronicles ?,select=['annee'],where='titre = 'name';'
Pouvez-vous indiquer l'année des films qui s'appellent The Frozen Dream Chronicles ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir quelle est l'année des films avec pour titre The Frozen Dream Chronicles.,select=['annee'],where='titre = 'name';'
Est-ce possible de connaître l'année des films nommés The Frozen Dream Chronicles ?,select=['annee'],where='titre = 'name';'
"Montrez-moi, s'il vous plaît, l'année des films ayant pour titre The Frozen Dream Chronicles.",select=['annee'],where='titre = 'name';'
Veuillez me montrer toutes les informations des films dont l'année est comprise entre 2013 et 2025.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les infos sur les films sortis entre 2013 et 2025.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me donner toutes les données des films de 2013 à 2025 ?,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir les détails sur les films dont l'année varie entre 2013 et 2025.,select=['*'],where='annee BETWEEN year AND year;'
Merci de me fournir les informations concernant les films de 2013 à 2025.,select=['*'],where='annee BETWEEN year AND year;'
"Pouvez-vous, s'il vous plaît, me montrer toutes les informations sur les films parus entre 2013 et 2025 ?",select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer toutes les informations des films dont l'année est comprise entre 1973 et 2020.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les informations des films sortis entre 1973 et 2020.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me donner toutes les informations sur les films de l'année 1973 à 2020 ?,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais voir les détails de tous les films dont l'année se situe entre 1973 et 2020.,select=['*'],where='annee BETWEEN year AND year;'
"S'il vous plaît, compilez toutes les informations sur les films dont l'année va de 1973 à 2020.",select=['*'],where='annee BETWEEN year AND year;'
Merci de fournir toutes les informations sur les films de 1973 à 2020.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le titre des films où Morgan Freeman joue et Sandra Bullock joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les titres des films dans lesquels Morgan Freeman et Sandra Bullock apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"Je voudrais connaître les films avec Morgan Freeman et Sandra Bullock, s'il vous plaît.",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me montrer les titres des films où Morgan Freeman et Sandra Bullock sont présents ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Avez-vous les titres des films que Morgan Freeman et Sandra Bullock ont interprétés ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pourriez me dire quels films avec Morgan Freeman et Sandra Bullock existent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer l'année des films où le titre est The Golden Mission Affair.,select=['annee'],where='titre = 'name';'
Pourriez-vous me dire en quelle année est sorti le film intitulé The Golden Mission Affair ?,select=['annee'],where='titre = 'name';'
"Montrez-moi l'année du film intitulé The Golden Mission Affair, s'il vous plaît.",select=['annee'],where='titre = 'name';'
Je voudrais savoir quelle année correspond au film The Golden Mission Affair.,select=['annee'],where='titre = 'name';'
Pourriez-vous me fournir l'année du film The Golden Mission Affair ?,select=['annee'],where='titre = 'name';'
"S'il vous plaît, pourriez-vous indiquer l'année de sortie du film The Golden Mission Affair ?",select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Burning Mission Chronicles.,select=['annee'],where='titre = 'name';'
Pouvez-vous m'indiquer l'année des films intitulés The Burning Mission Chronicles ?,select=['annee'],where='titre = 'name';'
"J'aimerais connaître l'année des films appelés The Burning Mission Chronicles, s'il vous plaît.",select=['annee'],where='titre = 'name';'
Pourriez-vous me dire en quelle année sont sortis les films intitulés The Burning Mission Chronicles ?,select=['annee'],where='titre = 'name';'
Est-ce que vous pourriez me montrer l'année des films qui s'appellent The Burning Mission Chronicles ?,select=['annee'],where='titre = 'name';'
Je voudrais savoir l'année de sortie des films ayant pour titre The Burning Mission Chronicles.,select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Broken Echo Story.,select=['annee'],where='titre = 'name';'
Montrez-moi l'année des films intitulés The Broken Echo Story.,select=['annee'],where='titre = 'name';'
Pourriez-vous me communiquer l'année des films nommés The Broken Echo Story ?,select=['annee'],where='titre = 'name';'
J'aimerais connaître l'année des films qui s'appellent The Broken Echo Story.,select=['annee'],where='titre = 'name';'
Peux-tu me dire quelle année pour les films intitulés The Broken Echo Story ?,select=['annee'],where='titre = 'name';'
Je voudrais savoir l'année des films avec le titre The Broken Echo Story.,select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Golden Journey Story.,select=['annee'],where='titre = 'name';'
Pourriez-vous m'indiquer l'année des films intitulés The Golden Journey Story ?,select=['annee'],where='titre = 'name';'
Est-ce que vous pouvez me dire quelle année a été faite le film qui s'appelle The Golden Journey Story ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir en quelle année a été réalisé le film The Golden Journey Story.,select=['annee'],where='titre = 'name';'
"Pouvez-vous me donner l'année du film The Golden Journey Story, s'il vous plaît ?",select=['annee'],where='titre = 'name';'
Quel est l'année du film The Golden Journey Story ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer les acteurs des films où l'année est 2007.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourrais-je voir les acteurs des films sortis en 2007 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Montrez-moi s'il vous plaît les acteurs des films de l'année 2007.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Est-ce que je peux avoir la liste des acteurs des films de 2007 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
J'aimerais connaître les acteurs des films de l'année 2007.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Peux-tu me donner les noms des acteurs des films de 2007 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer le titre des films dans lesquels Scarlett Johansson et Leonardo DiCaprio jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me donner les titres des films avec Scarlett Johansson et Leonardo DiCaprio ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais savoir quels films mettent en vedette Scarlett Johansson et Leonardo DiCaprio.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous afficher les titres des films où Scarlett Johansson et Leonardo DiCaprio apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Merci de me montrer les films avec Scarlett Johansson et Leonardo DiCaprio.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pourriez me dire les titres des films dans lesquels jouent Scarlett Johansson et Leonardo DiCaprio ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer l'année des films dont le titre est The Hidden Secret Code.,select=['annee'],where='titre = 'name';'
Pourriez-vous indiquer l'année des films appelés The Hidden Secret Code ?,select=['annee'],where='titre = 'name';'
"Montrez-moi l'année des films ayant pour titre The Hidden Secret Code, s'il vous plaît.",select=['annee'],where='titre = 'name';'
J'aimerais savoir en quelle année sont sortis les films intitulés The Hidden Secret Code.,select=['annee'],where='titre = 'name';'
Merci de me donner l'année des films qui s'appellent The Hidden Secret Code.,select=['annee'],where='titre = 'name';'
Peux-tu me dire l'année des films intitulés The Hidden Secret Code ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer les titres des films dans lesquels Meryl Streep et Zendaya jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les noms des films avec Meryl Streep et Zendaya ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les films où Meryl Streep et Zendaya apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pouvez me dire quels films sont interprétés par Meryl Streep et Zendaya ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous m'indiquer les titres des films dans lesquels on trouve Meryl Streep et Zendaya ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"Je cherche les films où Meryl Streep et Zendaya jouent, pouvez-vous m'aider ?",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer les titres des films dans lesquels Scarlett Johansson joue et dont le genre est Thriller.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films où Scarlett Johansson apparaît et qui sont de genre thriller ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Montrez-moi les films de Scarlett Johansson qui sont dans le genre thriller, s'il vous plaît.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais connaître les titres des films de Scarlett Johansson qui relèvent du genre thriller.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pouvez-vous me fournir une liste des films de Scarlett Johansson classés comme thrillers ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Quelles sont les films de Scarlett Johansson dans le genre thriller ? Merci.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer le titre des films où Natalie Portman et Keanu Reeves jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Peux-tu me donner les titres des films avec Natalie Portman et Keanu Reeves ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourrais-je avoir les titres des films où Natalie Portman et Keanu Reeves apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais savoir quels films comportent Natalie Portman et Keanu Reeves dans le casting.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Montre-moi s'il te plaît les titres des films avec Natalie Portman ainsi que Keanu Reeves.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Quels sont les titres des films avec Natalie Portman et Keanu Reeves ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me montrer le titre des films où Leonardo DiCaprio joue et le genre est Drame ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films avec Leonardo DiCaprio dans le genre Drame ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Merci de me montrer les films de Leonardo DiCaprio classés comme Drame.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Peux-tu m'indiquer quels films avec Leonardo DiCaprio sont dans le genre Drame ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous s'il vous plaît me lister les titres des films dramatiques avec Leonardo DiCaprio ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Je souhaiterais connaître les titres des films de Leonardo DiCaprio, spécialement ceux qui sont des Drames.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Frozen Memory Legacy.,select=['annee'],where='titre = 'name';'
Peux-tu m'indiquer l'année des films portant le titre The Frozen Memory Legacy ?,select=['annee'],where='titre = 'name';'
Pourrais-je avoir l'année des films intitulés The Frozen Memory Legacy ?,select=['annee'],where='titre = 'name';'
Je souhaiterais connaître l'année des films ayant pour titre The Frozen Memory Legacy.,select=['annee'],where='titre = 'name';'
Merci de me communiquer l'année des films qui s'appellent The Frozen Memory Legacy.,select=['annee'],where='titre = 'name';'
J'aimerais savoir en quelle année sont sortis les films intitulés The Frozen Memory Legacy.,select=['annee'],where='titre = 'name';'
Veuillez me montrer le réalisateur des films ayant pour titre The Golden Mission Game.,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui est le réalisateur des films intitulés The Golden Mission Game ?,select=['realisateur'],where='titre = 'name';'
Pourrais-je savoir qui est le réalisateur des films appelés The Golden Mission Game ?,select=['realisateur'],where='titre = 'name';'
Est-ce que vous pourriez me montrer qui a réalisé les films The Golden Mission Game ?,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m’indiquer le nom du réalisateur des films intitulés The Golden Mission Game ?,select=['realisateur'],where='titre = 'name';'
Je voudrais savoir qui est le réalisateur des films qui portent le titre The Golden Mission Game.,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le titre des films dans lesquels Mark Ruffalo joue et dont le genre est la Romance.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Pouvez-vous m'indiquer les titres des films avec Mark Ruffalo, spécifiquement ceux de genre Romance ?",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais connaître les titres des films de genre Romance où Mark Ruffalo apparaît.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films de Marc Ruffalo qui appartiennent au genre Romance ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Merci de me fournir les titres des films de Romance avec Mark Ruffalo.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Je souhaiterais voir la liste des films dans lesquels Mark Ruffalo joue et qui sont de type Romance.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer les acteurs des films où l'année est 2018.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Montrez-moi les acteurs des films de l'année 2018.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pouvez-vous me dire qui sont les acteurs des films sortis en 2018 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Je voudrais savoir quels sont les acteurs des films de l'année 2018.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourriez-vous m'indiquer les acteurs des films de 2018 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
J'aimerais obtenir la liste des acteurs des films sortis en 2018.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer le réalisateur des films dont le titre est The Lost Truth Files.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous me dire qui est le réalisateur des films intitulés The Lost Truth Files ?,select=['realisateur'],where='titre = 'name';'
Montrez-moi s'il vous plaît le réalisateur des films dont le titre est The Lost Truth Files.,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur des films intitulés The Lost Truth Files ?,select=['realisateur'],where='titre = 'name';'
Je voudrais savoir qui a réalisé les films appelés The Lost Truth Files.,select=['realisateur'],where='titre = 'name';'
Serait-il possible de connaître le nom du réalisateur des films The Lost Truth Files ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Broken Mission Chronicles.,select=['annee'],where='titre = 'name';'
Montrez-moi s'il vous plaît l'année des films appelés The Broken Mission Chronicles.,select=['annee'],where='titre = 'name';'
Pourriez-vous indiquer l'année des films intitulés The Broken Mission Chronicles ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir quelle est l'année des films The Broken Mission Chronicles.,select=['annee'],where='titre = 'name';'
Peux-tu me dire l'année des films qui portent le titre The Broken Mission Chronicles ?,select=['annee'],where='titre = 'name';'
"Donne-moi l'année des films qui s'appellent The Broken Mission Chronicles, s'il te plaît.",select=['annee'],where='titre = 'name';'
Veuillez me montrer le titre des films dans lesquels Chris Evans et Morgan Freeman jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous indiquer les titres des films avec Chris Evans et Morgan Freeman ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je vous prie de bien vouloir me donner les titres des films où Chris Evans et Morgan Freeman sont présents.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me montrer quels films incluent Chris Evans et Morgan Freeman ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pouvez me fournir les titres des films dans lesquels Chris Evans et Morgan Freeman apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films où Chris Evans et Morgan Freeman jouent ensemble.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le titre des films où Chris Hemsworth joue et Mark Ruffalo joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les titres des films dans lesquels Chris Hemsworth et Mark Ruffalo apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"J'aimerais savoir quels sont les films avec Chris Hemsworth et Mark Ruffalo, pouvez-vous me les indiquer ?",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous m'indiquer les titres de films mettant en vedette Chris Hemsworth ainsi que Mark Ruffalo ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"Je voudrais connaître les titres des films avec Chris Hemsworth et Mark Ruffalo, s'il vous plaît.",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pourriez m'indiquer les films dans lesquels Chris Hemsworth et Mark Ruffalo sont acteurs ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer toutes les informations des films où l'année est entre 1958 et 1960.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me fournir toutes les informations sur les films dont l'année se situe entre 1958 et 1960 ?,select=['*'],where='annee BETWEEN year AND year;'
"Montrez-moi les informations concernant les films de 1958 à 1960, s'il vous plaît.",select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir accès à toutes les données des films sortis entre 1958 et 1960.,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous afficher toutes les infos des films de 1958 à 1960 ?,select=['*'],where='annee BETWEEN year AND year;'
Je vous serais reconnaissant de bien vouloir me communiquer les informations des films qui ont été réalisés entre 1958 et 1960.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer l'année des films dont le titre est The Hidden Empire Code.,select=['annee'],where='titre = 'name';'
Pourriez-vous me fournir l'année des films intitulés The Hidden Empire Code ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir quelle est l'année des films appelés The Hidden Empire Code.,select=['annee'],where='titre = 'name';'
Est-ce que vous pouvez m'indiquer l'année des films qui s'appellent The Hidden Empire Code ?,select=['annee'],where='titre = 'name';'
Merci de m'afficher l'année des films portant le nom de The Hidden Empire Code.,select=['annee'],where='titre = 'name';'
Pourriez-vous s'il vous plaît me dire quelle année a été utilisée pour les films intitulés The Hidden Empire Code ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année du film intitulé The Infinite Journey Chronicles.,select=['annee'],where='titre = 'name';'
Pourriez-vous me dire l'année de sortie du film The Infinite Journey Chronicles ?,select=['annee'],where='titre = 'name';'
J'aimerais connaître l'année à laquelle est sorti le film The Infinite Journey Chronicles.,select=['annee'],where='titre = 'name';'
"Peux-tu m'indiquer l'année du film The Infinite Journey Chronicles, s'il te plaît ?",select=['annee'],where='titre = 'name';'
Est-il possible d'avoir l'année d'un film qui s'appelle The Infinite Journey Chronicles ?,select=['annee'],where='titre = 'name';'
Je voudrais savoir en quelle année le film The Infinite Journey Chronicles est sorti.,select=['annee'],where='titre = 'name';'
Veuillez me montrer les titres des films où Christian Bale joue et Scarlett Johansson joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les titres des films avec Christian Bale et Scarlett Johansson ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je voudrais connaître les titres des films dans lesquels jouent Christian Bale et Scarlett Johansson.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Quels sont les films où l'on peut voir Christian Bale et Scarlett Johansson ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me montrer les films où Christian Bale et Scarlett Johansson apparaissent ensemble ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je serais intéressé par les titres des films mettant en vedette Christian Bale et Scarlett Johansson.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer toutes les informations des films dont l'année se situe entre 2006 et 2014.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les infos concernant les films sortis entre 2006 et 2014.,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les informations sur les films durant la période de 2006 à 2014.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous s'il vous plaît me fournir toutes les données des films de 2006 à 2014 ?,select=['*'],where='annee BETWEEN year AND year;'
Merci de bien vouloir afficher toutes les informations des films de 2006 à 2014.,select=['*'],where='annee BETWEEN year AND year;'
Quelles sont les informations disponibles sur les films sortis entre 2006 et 2014 ?,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le réalisateur des films intitulés The Broken Truth Files.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous me dire qui est le réalisateur des films intitulés The Broken Truth Files ?,select=['realisateur'],where='titre = 'name';'
Pourrais-je connaître le nom du réalisateur des films intitulés The Broken Truth Files ?,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur des films appelés The Broken Truth Files ?,select=['realisateur'],where='titre = 'name';'
Je voudrais savoir qui a réalisé les films qui portent le titre The Broken Truth Files.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer le réalisateur des films qui s'appellent The Broken Truth Files ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le réalisateur des films dont le titre est The Lost Echo Project.,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui est le réalisateur des films intitulés The Lost Echo Project ?,select=['realisateur'],where='titre = 'name';'
Pourrais-je connaître le nom du réalisateur des films avec le titre The Lost Echo Project ?,select=['realisateur'],where='titre = 'name';'
Merci de m'indiquer qui réalise les films portant le titre The Lost Echo Project.,select=['realisateur'],where='titre = 'name';'
J'aimerais savoir qui est le réalisateur des films appelés The Lost Echo Project.,select=['realisateur'],where='titre = 'name';'
Serait-il possible d'avoir le nom du réalisateur des films intitulés The Lost Echo Project ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le titre des films dans lesquels Matt Damon joue et dont le genre est Drame.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films avec Matt Damon et de genre Drame ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais savoir quels sont les films de Drame avec Matt Damon.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pouvez-vous me montrer les titres des films où Matt Damon apparaît et qui sont des Drames ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Merci de bien vouloir m'indiquer les titres des films dramatiques avec Matt Damon.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Je voudrais connaître les films de Matt Damon qui appartiennent au genre Drame.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer toutes les informations des films dont l'année est entre 2018 et 2024.,select=['*'],where='annee BETWEEN year AND year;'
